PassengerId,Survived_pred,Survived_prob
1073,0,0.48505962613544285
1074,1,0.7734262094086003
1075,0,0.1302617691811916
1076,1,0.7734293421351576
1077,0,0.14218930617158082
1078,1,0.8253225512919031
1079,0,0.07527574926041167
1080,0,0.09431432736245433
1081,0,0.1404838167051395
1082,0,0.13092274795897207
1083,0,0.37189266691971146
1084,0,0.11627860024067858
1085,0,0.09203794133741798
1086,0,0.3149141131622844
1087,0,0.08549058638708325
1088,1,0.8262094401510236
1089,1,0.7154060080399985
1090,0,0.2307428999187154
1091,1,0.6362970582514605
1092,1,0.7075961745946873
1093,0,0.20225809614652734
1094,1,0.6217019046704285
1095,1,0.8440450049614208
1096,0,0.21807342044121644
1097,0,0.46321462056259705
1098,1,0.6439628335482572
1099,0,0.2243445984226552
1100,1,0.9545320011962934
1101,0,0.11119870297681039
1102,0,0.09407591022372726
1103,0,0.10049569771068191
1104,0,0.33390414617491043
1105,0,0.47670497860659383
1106,0,0.18663805159592414
1107,0,0.41625186655504604
1108,1,0.7001555739906952
1109,0,0.19760989893860598
1110,1,0.9434412499122433
1111,0,0.10091994421905523
1112,1,0.789165446954125
1113,0,0.12650541428641185
1114,1,0.9609709084169609
1115,0,0.12637388981774134
1116,1,0.8450843650911832
1117,1,0.6788325463957618
1118,0,0.11855187632335601
1119,1,0.7000284988838074
1120,0,0.0685570394528443
1121,0,0.15900346649668168
1122,0,0.34951193633318056
1123,1,0.9226834475473091
1124,0,0.0910926858930726
1125,0,0.13033035274806415
1126,1,0.5854423942428876
1127,0,0.13047901311509233
1128,0,0.43053059083364953
1129,0,0.17920108459649473
1130,1,0.7796626373010722
1131,1,0.7407905788720539
1132,1,0.835488497253232
1133,1,0.6479814483026447
1134,0,0.47240173067311875
1135,0,0.1008508961342862
1136,0,0.06309074509932328
1137,0,0.3500576922348681
1138,1,0.8358335904453095
1139,0,0.09408666746053412
1140,1,0.7379372889046224
1141,1,0.647044899472426
1142,1,0.8633569692906222
1143,0,0.13051664552692555
1144,1,0.660732959407641
1145,0,0.11553023423459931
1146,0,0.08753828292433737
1147,0,0.10070762258210046
1148,0,0.1302617691811916
1149,0,0.10091994421905523
1150,1,0.845441397155734
1151,0,0.12636313296253404
1152,0,0.0565964870169667
1153,0,0.12640409594413468
1154,1,0.761305568072878
1155,1,0.7482529285278428
1156,0,0.25529668683510065
1157,0,0.10085442188131903
1158,0,0.34391396097560567
1159,0,0.10070762258210046
1160,1,0.6362293005112319
1161,0,0.14384294354780117
1162,1,0.511869900604401
1163,0,0.1302617691811916
1164,1,0.9692026779205372
1165,1,0.6278184987172061
1166,0,0.14027578965111343
1167,1,0.7962323413015284
1168,0,0.2000245522781344
1169,0,0.10800834246471704
1170,0,0.14546389958040654
1171,0,0.2372678615546298
1172,1,0.67785339314626
1173,0,0.16243696666437402
1174,1,0.7000284988838074
1175,1,0.7668015866860423
1176,1,0.7484804314846347
1177,0,0.07712803483286927
1178,0,0.10058042008139315
1179,1,0.5355666613511615
1180,0,0.23242078057153367
1181,0,0.10091994421905523
1182,0,0.38689145548275006
1183,1,0.683710821407983
1184,0,0.14027816238527227
1185,1,0.5161655128305166
1186,0,0.07788161078604393
1187,0,0.10765137115017785
1188,1,0.9074788972926648
1189,0,0.07820217886258218
1190,0,0.3762331312865818
1191,0,0.09758368243001381
1192,0,0.08835011302680283
1193,1,0.5248033723118605
1194,0,0.1198202256866817
1195,0,0.11521349552676104
1196,1,0.7000284988838074
1197,1,0.7427496646315311
1198,0,0.0480627575146435
1199,0,0.2136640753730725
1200,0,0.2602800246859002
1201,0,0.40315877727236543
1202,0,0.13941758398777102
1203,0,0.1687408476161875
1204,0,0.10071822923634995
1205,1,0.6271005252989441
1206,1,0.9522714725827396
1207,1,0.7769185990171706
1208,0,0.40614552256241115
1209,0,0.25759519356170535
1210,0,0.10418574589451032
1211,0,0.14294022317727767
1212,0,0.10759702366198741
1213,0,0.25247030583832264
1214,1,0.6071897972903352
1215,0,0.331025809799654
1216,1,0.9364177442269981
1217,0,0.11818728729583067
1218,1,0.9790189191128219
1219,0,0.3653405807582557
1220,0,0.1530593581014638
1221,0,0.24608507751729383
1222,1,0.6300860733638723
1223,1,0.5222303959111569
1224,0,0.14027578965111343
1225,1,0.6960634541435732
1226,0,0.10420393485762788
1227,1,0.830181674405105
1228,0,0.17945478793845523
1229,0,0.08049321460135982
1230,0,0.23531184880690686
1231,0,0.14027816238527227
1232,0,0.2646182822690655
1233,0,0.08827626502585781
1234,0,0.03697279886470109
1235,1,0.9693875929526795
1236,0,0.06730660959315786
1237,1,0.7298790490694975
1238,0,0.21389216647244352
1239,1,0.6385459472242482
1240,0,0.22679952787132107
1241,1,0.785820397385409
1242,1,0.9348190577711734
1243,0,0.21807342044121644
1244,0,0.3258570096764859
1245,0,0.07738411923979187
1246,1,0.7403371962752193
1247,0,0.330327659022508
1248,1,0.8860064760111693
1249,0,0.10084737049668491
1250,0,0.1302617691811916
1251,1,0.5400371463296435
1252,0,0.010807104409806789
1253,1,0.8228287245199771
1254,1,0.785820397385409
1255,0,0.1045396654371942
1256,1,0.9893831222347412
1257,0,0.3742986058716637
1258,0,0.10527072881878721
1259,1,0.7161943799039672
1260,1,0.8835364552185707
1261,0,0.26329638693024804
1262,0,0.18429769645003524
1263,1,0.9738451536068576
1264,0,0.3117191875842995
1265,0,0.1238036707603889
1266,1,0.9412744832929004
1267,1,0.9564072084741476
1268,1,0.5146437328145096
1269,0,0.24478377649166827
1270,0,0.3151184221580403
1271,0,0.051850691958830984
1272,0,0.1302617691811916
1273,0,0.13880712514132162
1274,1,0.6431929853205739
1275,1,0.6372647881713576
1276,0,0.20181073444338768
1277,1,0.7645425200069869
1278,0,0.11479036902579803
1279,0,0.08090271504414058
1280,0,0.16194613978276487
1281,0,0.07454602873589382
1282,1,0.6439158427388791
1283,1,0.8759499388864295
1284,0,0.14111318535296033
1285,0,0.11127175360376182
1286,0,0.03383926472803303
1287,1,0.952696159645135
1288,0,0.1473708327710563
1289,1,0.988493846722467
1290,0,0.12239866242627728
1291,0,0.11837217197985886
1292,1,0.9763911531261701
1293,0,0.11285922359439036
1294,1,0.9460197505402766
1295,0,0.493795009173319
1296,0,0.39489663784677564
1297,0,0.4792717047134873
1298,0,0.17293186335601557
1299,1,0.5170369898340298
1300,1,0.6999997748591796
1301,1,0.7357441018616426
1302,1,0.7000284988838074
1303,1,0.8731444249230311
1304,1,0.635931102270879
1305,0,0.10091994421905523
1306,1,0.9610618877786893
1307,0,0.07089422816489367
1308,0,0.10091994421905523
1309,0,0.09849154835397828
