PassengerId,Survived,Survived_prob
1040,0,0.212002175862273
1041,0,0.18674945940800547
1042,1,0.9130655176167726
1043,0,0.16404532766272484
1044,0,0.10780292990536086
1045,1,0.6447037335938433
1046,0,0.1301234185179176
1047,0,0.13873856834526094
1048,1,0.8975641072986139
1049,0,0.45385715486221634
1050,0,0.3118392593875333
1051,1,0.6314781471657218
1052,1,0.7687808911603891
1053,1,0.5379293444483165
1054,1,0.767597837228461
1055,0,0.12261761849186714
1056,0,0.14981193571231766
1057,0,0.49171862526357357
1058,0,0.40189650001845545
1059,0,0.14668879251252961
1060,1,0.8535325627370244
1061,0,0.4188437924076775
1062,0,0.11672024110548065
1063,0,0.17425687939790213
1064,0,0.13453759407608432
1065,0,0.13528083428950402
1066,0,0.12764792534569452
1067,1,0.7831712259017121
1068,1,0.7885084680924587
1069,0,0.4262226336930497
1070,1,0.8689753839553078
1071,1,0.8783690932933916
1072,0,0.12642377190203097
1073,0,0.4412542912654178
1074,1,0.8585833016980507
1075,0,0.13495507423083805
1076,1,0.8641508466986704
1077,0,0.11894584676903597
1078,1,0.825582228109826
1079,0,0.11569360022479776
1080,0,0.16973941444706
1081,0,0.12984482246526066
1082,0,0.13679977336206467
1083,0,0.1760661963945476
1084,0,0.3665381019268844
1085,0,0.1419076195384034
1086,0,0.4391955111752943
1087,0,0.1247905993450431
1088,1,0.5939082610643776
1089,0,0.46385629062412936
1090,0,0.12353217065584124
1091,0,0.429745152602453
1092,1,0.7202930017628055
1093,0,0.465578045503741
1094,0,0.45832826609016886
1095,1,0.8451076296511779
1096,0,0.12834274213547875
1097,0,0.21956203303834004
1098,1,0.7230238091337837
1099,0,0.12592243322979357
1100,1,0.8594454288401101
1101,0,0.1144581935431322
1102,0,0.12703779974142543
1103,0,0.11834994172419039
1104,0,0.2679412020849605
1105,1,0.8227941273901035
1106,0,0.4999925849641602
1107,0,0.3074370164425348
1108,1,0.7638466774628273
1109,0,0.2908282011942149
1110,1,0.8954033283867396
1111,0,0.11247643267074793
1112,1,0.7892638484837466
1113,0,0.11629938945109083
1114,1,0.8537286728052242
1115,0,0.12004962365644943
1116,1,0.8196045710617856
1117,1,0.664910411749032
1118,0,0.1200063882033779
1119,1,0.7475964286694751
1120,0,0.10689152982332635
1121,0,0.12955186657322643
1122,0,0.28860837387170796
1123,1,0.8177539285530121
1124,0,0.17903693513750035
1125,0,0.11917262916712121
1126,0,0.4541504955759584
1127,0,0.11337565803477234
1128,0,0.44379695133356556
1129,0,0.3317426932492166
1130,1,0.797822856164711
1131,1,0.8927798571564174
1132,1,0.8196045710617856
1133,1,0.8524926142063862
1134,0,0.4302799553251657
1135,0,0.11005003019284543
1136,0,0.15544451179480215
1137,0,0.29917489441367273
1138,1,0.7611991747797984
1139,0,0.18376386307659193
1140,1,0.84491936083222
1141,1,0.5712176640693841
1142,1,0.83113564209033
1143,0,0.1312645199691555
1144,0,0.43987674234348906
1145,0,0.11957646759552708
1146,0,0.12850975663503295
1147,0,0.11672024110548065
1148,0,0.13495507423083805
1149,0,0.11247643267074793
1150,1,0.7584324479729078
1151,0,0.11847008468025359
1152,0,0.11427852799773336
1153,0,0.11840333498577053
1154,1,0.8540632174052505
1155,1,0.6488050150089442
1156,0,0.23424512661524524
1157,0,0.11005003019284543
1158,0,0.12501261019430487
1159,0,0.11672024110548065
1160,0,0.4372054700627704
1161,0,0.11290310166157974
1162,0,0.42637993875714875
1163,0,0.13495507423083805
1164,1,0.9288888852220495
1165,1,0.8279495894654049
1166,0,0.1133767121794996
1167,1,0.8015535212047191
1168,0,0.1287308217088053
1169,0,0.13435079377022793
1170,0,0.13945384498774138
1171,0,0.12353217065584124
1172,0,0.4107209022259638
1173,1,0.571855627030895
1174,1,0.7475964286694751
1175,1,0.7054691012932252
1176,1,0.5963756642046942
1177,0,0.10896045726936641
1178,0,0.11672024110548065
1179,0,0.3328995618121981
1180,0,0.2613994947549102
1181,0,0.11247643267074793
1182,0,0.20721221071040324
1183,0,0.4975733787653769
1184,0,0.13528083428950402
1185,0,0.3854681190632345
1186,0,0.11640431184401352
1187,0,0.1144581935431322
1188,1,0.8879835414477699
1189,0,0.22908005309682403
1190,0,0.2215464929740334
1191,0,0.13679361403816925
1192,0,0.13408664049540323
1193,0,0.4148279834439208
1194,0,0.16919870351354876
1195,0,0.11971494597538478
1196,1,0.7475964286694751
1197,1,0.8337987223471103
1198,0,0.38760860048896867
1199,0,0.445186900568491
1200,0,0.32050301978345813
1201,0,0.46995232481491817
1202,0,0.11290310166157974
1203,0,0.2774970308656232
1204,0,0.11672024110548065
1205,1,0.70761397306821
1206,1,0.9246456444987445
1207,1,0.6279428240924525
1208,0,0.4327466281393132
1209,0,0.13598077851428514
1210,0,0.17792872986572036
1211,0,0.1843369971220477
1212,0,0.14733860307817978
1213,0,0.28541564777207745
1214,0,0.3531044644763623
1215,0,0.22253298374109512
1216,1,0.9124144405612837
1217,0,0.11513425863450592
1218,1,0.8219294475016617
1219,0,0.2433623891254967
1220,0,0.15034989463567075
1221,0,0.12025588870103326
1222,1,0.8670155238809812
1223,0,0.38583970685851926
1224,0,0.1133767121794996
1225,1,0.671882854533449
1226,0,0.16017545408553993
1227,0,0.3710511777858298
1228,0,0.12642377190203097
1229,0,0.26037559429825013
1230,0,0.16732409988353653
1231,0,0.13528083428950402
1232,0,0.13252662073176918
1233,0,0.12386056885711788
1234,0,0.1628036724086887
1235,1,0.9179480852462296
1236,0,0.22609594824925655
1237,1,0.5979563579806421
1238,0,0.13098128965118142
1239,1,0.6926448384810859
1240,0,0.1104060713278206
1241,1,0.8371858453574613
1242,1,0.9109520031038876
1243,0,0.12834274213547875
1244,0,0.22550939380609333
1245,0,0.1975543083373497
1246,1,0.6026779827275
1247,0,0.28074916634268354
1248,1,0.8866338582968709
1249,0,0.11005003019284543
1250,0,0.13495507423083805
1251,1,0.5866817929573841
1252,0,0.09080967494625543
1253,1,0.849351151627156
1254,1,0.8371858453574613
1255,0,0.17985561139870987
1256,1,0.9485984331960269
1257,0,0.23054489149590482
1258,0,0.17383818722665048
1259,1,0.501243632612758
1260,1,0.8908859354611752
1261,0,0.25511614775097224
1262,0,0.15787904429434552
1263,1,0.9354923858812052
1264,0,0.20406403799070882
1265,0,0.15230782434430926
1266,1,0.8850599214960174
1267,1,0.9073497803944032
1268,0,0.3320043730643774
1269,0,0.11736994490345155
1270,0,0.2850197464583935
1271,0,0.2960830004044029
1272,0,0.13495507423083805
1273,0,0.11040220555641009
1274,1,0.5362351926803679
1275,1,0.5256004328625672
1276,0,0.12961179346693222
1277,1,0.8026913406902397
1278,0,0.14729797331687963
1279,0,0.12859258690117126
1280,0,0.12942657907934602
1281,0,0.26728153519407233
1282,0,0.3386638068579373
1283,1,0.8691510088307295
1284,0,0.18224884532341312
1285,0,0.13949206386099303
1286,0,0.09244230288456992
1287,1,0.873787980060624
1288,0,0.08377104239393666
1289,1,0.905635845466353
1290,0,0.11842684922718208
1291,0,0.11668609967107915
1292,1,0.9031030706485148
1293,0,0.12424421780650911
1294,1,0.8777614267632238
1295,0,0.25200633534139943
1296,0,0.375486861790727
1297,0,0.41002644489339646
1298,0,0.16944546033444574
1299,0,0.4290897559252476
1300,1,0.758780891160389
1301,1,0.6349512227457701
1302,1,0.7475964286694751
1303,1,0.8963423703572999
1304,0,0.4634741180814183
1305,0,0.11247643267074793
1306,1,0.9386547038005864
1307,0,0.10896045726936641
1308,0,0.11247643267074793
1309,0,0.31057026626404677
